cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
thai,city_4,android,family,none,garlic,medium,Wed,low
thai,city_7,ios,budget,promo_2,basil,medium,Sat,mid
vietnamese,city_16,android,new,promo_7,lemon,medium,Thu,low
italian,city_15,ios,family,promo_8,basil,mild,Tue,mid
mexican,city_14,ios,student,promo_6,tomato,medium,Tue,high
italian,city_13,android,student,promo_8,oregano,none,Thu,high
chinese,city_8,web,new,promo_6,sesame,mild,Fri,mid
korean,city_5,ios,vip,none,miso,medium,Mon,mid
thai,city_19,android,returning,promo_2,basil,medium,Thu,low
american,city_19,android,new,promo_1,garlic,none,Sun,mid
american,city_1,web,returning,promo_6,cheese,extra_hot,Thu,low
thai,city_8,web,vip,promo_6,lemon,medium,Tue,mid
indian,city_17,android,family,none,mint,hot,Sun,high
american,city_12,android,budget,promo_7,lemon,none,Mon,mid
japanese,city_12,ios,new,promo_1,soy,mild,Fri,mid
mexican,city_6,android,student,none,onion,medium,Sat,mid
american,city_5,web,family,promo_1,lemon,hot,Fri,mid
thai,city_10,android,returning,promo_7,fish_sauce,hot,Fri,low
mediterranean,city_15,desktop_app,family,promo_4,yogurt,medium,Sat,mid
indian,city_7,tablet,returning,promo_5,mint,hot,Tue,mid
thai,city_16,android,new,promo_7,basil,hot,Fri,mid
mediterranean,city_16,android,budget,promo_1,tomato,none,Fri,very_high
vietnamese,city_5,web,student,none,lemon,mild,Sat,low
american,city_10,web,budget,none,garlic,none,Wed,high
indian,city_12,tablet,vip,promo_8,onion,hot,Tue,mid
thai,city_10,ios,student,promo_8,basil,mild,Mon,low
thai,city_6,android,new,promo_5,cilantro,medium,Tue,low
american,city_17,web,returning,promo_5,onion,hot,Mon,low
japanese,city_2,android,vip,promo_8,miso,none,Thu,mid
japanese,city_19,web,returning,promo_7,soy,hot,Fri,very_high
mexican,city_17,android,vip,promo_3,tomato,medium,Sat,high
italian,city_13,android,returning,promo_8,lemon,none,Fri,high
thai,city_10,ios,budget,promo_3,lemon,medium,Fri,high
chinese,city_4,web,budget,promo_7,ginger,hot,Thu,mid
chinese,city_6,ios,returning,promo_8,ginger,none,Wed,mid
korean,city_18,ios,family,promo_8,sesame,medium,Thu,high
korean,city_19,ios,vip,promo_4,sesame,mild,Mon,high
chinese,city_12,web,vip,promo_1,garlic,extra_hot,Fri,mid
korean,city_17,ios,vip,promo_4,sesame,hot,Tue,high
american,city_2,web,vip,none,tomato,mild,Thu,mid
thai,city_9,ios,returning,promo_8,lemon,mild,Sat,mid
mexican,city_11,tablet,family,promo_1,chili,medium,Wed,mid
chinese,city_5,web,budget,promo_3,sesame,extra_hot,Wed,mid
indian,city_12,desktop_app,student,promo_2,turmeric,hot,Tue,high
indian,city_4,ios,new,promo_7,turmeric,hot,Mon,mid
italian,city_10,ios,student,promo_6,cheese,medium,Wed,high
chinese,city_12,web,family,promo_1,miso,medium,Sat,high
vietnamese,city_13,android,budget,promo_5,basil,medium,Fri,mid
chinese,city_1,ios,returning,promo_2,ginger,extra_hot,Fri,very_high
mediterranean,city_9,desktop_app,vip,promo_8,yogurt,mild,Fri,high
chinese,city_13,android,new,promo_7,garlic,extra_hot,Mon,high
mediterranean,city_18,ios,budget,promo_6,lemon,mild,Fri,mid
mediterranean,city_1,web,budget,none,cheese,mild,Thu,mid
american,city_8,web,new,promo_5,garlic,none,Fri,mid
vietnamese,city_12,ios,budget,promo_8,garlic,hot,Sun,low
chinese,city_2,ios,budget,promo_4,garlic,mild,Tue,high
vietnamese,city_8,android,budget,promo_3,cilantro,medium,Wed,low
thai,city_16,android,vip,promo_6,basil,medium,Tue,low
mediterranean,city_4,tablet,family,none,tomato,none,Sat,mid
vietnamese,city_10,android,returning,promo_4,cilantro,mild,Fri,low
american,city_19,web,vip,promo_5,garlic,medium,Thu,low
american,city_19,web,returning,promo_1,tomato,mild,Thu,low
indian,city_17,web,vip,promo_4,yogurt,medium,Sun,mid
thai,city_9,android,family,promo_2,basil,medium,Wed,low
mexican,city_15,desktop_app,family,promo_3,onion,medium,Wed,mid
chinese,city_15,ios,student,none,miso,none,Sat,mid
american,city_5,android,budget,promo_6,tomato,mild,Mon,high
vietnamese,city_3,android,family,promo_6,basil,mild,Sun,low
chinese,city_17,ios,family,promo_4,garlic,extra_hot,Sat,high
indian,city_19,desktop_app,returning,promo_1,mint,hot,Sun,high
japanese,city_4,web,vip,promo_4,soy,none,Sun,mid
vietnamese,city_7,web,new,promo_3,cilantro,medium,Tue,low
japanese,city_12,ios,family,promo_3,sesame,medium,Fri,very_high
italian,city_3,desktop_app,budget,promo_3,oregano,mild,Fri,very_high
mexican,city_6,android,budget,promo_8,tomato,medium,Sun,low
american,city_1,web,returning,promo_6,garlic,mild,Thu,high
italian,city_14,desktop_app,vip,promo_1,lemon,medium,Wed,high
indian,city_20,tablet,returning,promo_1,cumin,medium,Tue,mid
mexican,city_1,ios,vip,none,cilantro,mild,Sun,mid
thai,city_1,android,new,none,garlic,medium,Tue,low
italian,city_2,tablet,budget,promo_8,oregano,mild,Tue,mid
japanese,city_12,ios,student,promo_8,miso,medium,Fri,mid
thai,city_14,ios,new,promo_3,lemon,hot,Mon,mid
japanese,city_14,ios,family,promo_3,soy,medium,Mon,mid
chinese,city_2,android,budget,none,sesame,none,Wed,high
italian,city_4,tablet,budget,promo_8,basil,mild,Mon,mid
chinese,city_6,web,new,promo_6,sesame,extra_hot,Thu,very_high
korean,city_7,android,family,none,soy,hot,Mon,mid
chinese,city_7,web,new,promo_6,ginger,medium,Mon,high
japanese,city_15,web,returning,promo_3,miso,extra_hot,Fri,high
american,city_5,android,new,promo_7,lemon,hot,Tue,high
japanese,city_6,android,vip,promo_8,ginger,medium,Tue,high
vietnamese,city_4,ios,family,promo_1,basil,medium,Wed,low
american,city_8,web,returning,promo_4,onion,hot,Fri,low
american,city_4,web,student,promo_2,tomato,medium,Thu,low
american,city_2,android,student,none,tomato,extra_hot,Fri,mid
indian,city_9,tablet,student,promo_7,yogurt,medium,Sat,high
mediterranean,city_15,desktop_app,family,promo_8,yogurt,mild,Sun,mid
indian,city_7,web,new,promo_5,onion,medium,Mon,high
thai,city_7,android,vip,promo_3,garlic,hot,Sat,mid
american,city_14,ios,new,promo_4,garlic,none,Fri,mid
mexican,city_14,web,returning,promo_3,chili,hot,Thu,mid
chinese,city_4,ios,student,promo_8,ginger,none,Mon,high
japanese,city_8,web,student,promo_5,garlic,medium,Sat,mid
chinese,city_10,web,family,promo_7,miso,hot,Thu,high
italian,city_18,ios,student,promo_5,basil,none,Tue,mid
mexican,city_20,ios,family,promo_6,cilantro,medium,Tue,high
japanese,city_4,ios,new,promo_3,sesame,medium,Wed,mid
american,city_14,web,new,promo_5,lemon,medium,Wed,high
american,city_14,ios,vip,promo_8,cheese,hot,Tue,high
korean,city_6,ios,vip,promo_8,sesame,extra_hot,Sat,mid
mediterranean,city_17,ios,new,promo_4,oregano,none,Wed,mid
korean,city_16,web,family,promo_8,sesame,extra_hot,Mon,high
mediterranean,city_17,ios,new,promo_8,cheese,mild,Sun,very_high
chinese,city_11,ios,family,promo_5,soy,none,Tue,high
indian,city_8,tablet,vip,promo_5,turmeric,extra_hot,Sat,high
italian,city_6,ios,budget,promo_7,cheese,none,Fri,mid
japanese,city_14,web,vip,promo_1,ginger,hot,Fri,very_high
mexican,city_18,tablet,budget,promo_8,tomato,mild,Mon,low
chinese,city_1,web,family,promo_5,ginger,hot,Thu,high
japanese,city_17,ios,family,promo_6,soy,extra_hot,Fri,very_high
thai,city_16,ios,family,promo_8,cilantro,mild,Wed,mid
american,city_18,android,budget,promo_6,onion,none,Mon,low
mexican,city_19,web,new,promo_1,onion,medium,Fri,low
korean,city_20,android,budget,promo_6,sesame,hot,Fri,high
vietnamese,city_17,ios,returning,promo_6,cilantro,medium,Fri,mid
thai,city_9,android,vip,promo_2,lemon,medium,Sun,mid
indian,city_12,web,family,promo_5,cumin,hot,Sat,mid
mediterranean,city_1,tablet,family,promo_8,lemon,mild,Wed,mid
korean,city_3,ios,budget,promo_1,garlic,extra_hot,Tue,mid
italian,city_10,ios,family,promo_8,oregano,mild,Sun,mid
thai,city_17,web,student,promo_5,basil,medium,Sat,low
vietnamese,city_19,ios,student,promo_2,fish_sauce,mild,Mon,low
thai,city_12,web,student,promo_2,cilantro,medium,Wed,mid
mediterranean,city_2,tablet,new,promo_1,lemon,none,Wed,mid
indian,city_10,android,new,promo_2,cumin,extra_hot,Sat,high
chinese,city_5,web,vip,promo_3,miso,mild,Fri,very_high
japanese,city_12,ios,vip,promo_4,sesame,hot,Wed,high
japanese,city_8,android,returning,promo_2,garlic,medium,Fri,mid
mexican,city_15,tablet,student,promo_5,onion,medium,Wed,low
japanese,city_2,web,family,promo_6,ginger,mild,Tue,mid
american,city_12,ios,new,promo_5,garlic,none,Wed,high
chinese,city_6,ios,returning,promo_4,garlic,mild,Sat,high
thai,city_3,ios,family,promo_6,fish_sauce,mild,Mon,low
italian,city_8,android,student,promo_8,yogurt,none,Tue,high
mediterranean,city_9,web,new,none,lemon,none,Thu,mid
chinese,city_2,ios,budget,none,sesame,none,Sat,mid
japanese,city_11,web,new,promo_8,soy,mild,Sun,mid
vietnamese,city_2,ios,returning,promo_5,cilantro,medium,Thu,mid
mexican,city_17,ios,vip,promo_7,chili,medium,Sun,low
korean,city_10,web,returning,promo_2,miso,extra_hot,Sat,very_high
american,city_10,android,vip,promo_3,lemon,hot,Mon,low
chinese,city_20,ios,family,promo_8,soy,extra_hot,Sat,mid
thai,city_15,android,student,promo_8,garlic,mild,Sat,mid
american,city_7,ios,budget,promo_4,onion,hot,Sun,mid
chinese,city_5,ios,family,promo_7,soy,medium,Sat,high
chinese,city_20,ios,student,promo_5,sesame,medium,Wed,mid
american,city_4,web,student,promo_3,lemon,extra_hot,Thu,mid
american,city_7,web,student,none,onion,none,Sat,low
thai,city_18,ios,returning,promo_5,garlic,mild,Sat,low
chinese,city_8,ios,family,none,miso,none,Tue,high
japanese,city_13,android,student,promo_7,ginger,mild,Sat,mid
thai,city_10,android,returning,none,fish_sauce,medium,Sat,low
korean,city_2,android,vip,promo_1,soy,extra_hot,Wed,mid
mediterranean,city_7,android,returning,promo_2,oregano,none,Tue,mid
korean,city_15,android,new,promo_1,sesame,hot,Fri,mid
american,city_2,web,new,promo_1,garlic,medium,Sun,mid
mexican,city_17,web,student,promo_2,lemon,medium,Thu,mid
indian,city_2,android,returning,promo_1,yogurt,medium,Wed,very_high
indian,city_17,android,budget,promo_8,yogurt,hot,Sun,high
korean,city_14,ios,family,promo_5,soy,none,Sat,mid
thai,city_20,android,returning,promo_6,lemon,medium,Tue,mid
korean,city_5,web,student,promo_6,soy,hot,Sun,mid
thai,city_15,android,budget,promo_6,basil,medium,Tue,low
chinese,city_5,ios,new,none,garlic,mild,Thu,high
italian,city_16,desktop_app,vip,promo_6,oregano,none,Wed,high
italian,city_1,tablet,new,promo_1,basil,medium,Sun,mid
indian,city_4,web,new,promo_2,turmeric,extra_hot,Fri,high
indian,city_12,ios,student,promo_5,cumin,extra_hot,Mon,mid
mediterranean,city_16,desktop_app,family,promo_8,oregano,medium,Thu,mid
mediterranean,city_20,android,family,promo_1,cheese,medium,Mon,mid
vietnamese,city_1,android,returning,none,garlic,medium,Thu,high
indian,city_14,web,budget,promo_8,yogurt,hot,Sun,mid
chinese,city_20,web,vip,promo_4,ginger,medium,Fri,mid
japanese,city_11,android,new,promo_6,miso,extra_hot,Sun,high
thai,city_20,web,vip,promo_4,lemon,medium,Sun,mid
thai,city_7,android,new,promo_1,cilantro,hot,Sun,low
american,city_12,web,student,promo_3,cheese,mild,Tue,mid
american,city_16,web,new,promo_5,cheese,extra_hot,Thu,high
japanese,city_18,ios,family,promo_5,ginger,mild,Sun,very_high
vietnamese,city_6,web,new,promo_4,basil,medium,Mon,mid
mexican,city_11,tablet,new,promo_6,cilantro,hot,Sat,low
japanese,city_2,ios,vip,promo_6,soy,none,Sun,high
japanese,city_11,ios,vip,promo_8,soy,extra_hot,Wed,very_high
indian,city_19,ios,budget,promo_1,cumin,hot,Mon,mid
thai,city_19,web,returning,promo_1,basil,hot,Fri,low
american,city_19,android,new,promo_5,garlic,hot,Tue,high
italian,city_17,desktop_app,budget,none,basil,medium,Fri,high
american,city_10,android,new,promo_6,garlic,medium,Sun,high
mexican,city_6,web,returning,promo_4,lemon,medium,Tue,low
chinese,city_13,ios,student,promo_3,miso,extra_hot,Thu,mid
chinese,city_8,ios,family,promo_5,miso,mild,Sun,mid
indian,city_3,web,budget,none,cumin,medium,Sat,mid
japanese,city_5,web,family,promo_2,ginger,mild,Mon,mid
american,city_5,ios,family,promo_8,cheese,medium,Sat,high
american,city_19,web,student,promo_7,onion,mild,Fri,mid
chinese,city_10,web,family,promo_7,garlic,hot,Tue,mid
italian,city_15,web,new,promo_1,yogurt,none,Wed,mid
mexican,city_5,android,new,promo_5,onion,mild,Tue,mid
japanese,city_3,android,budget,none,garlic,hot,Tue,mid
korean,city_14,web,budget,promo_1,garlic,extra_hot,Thu,high
american,city_12,ios,vip,promo_6,garlic,mild,Fri,high
chinese,city_18,ios,budget,promo_7,miso,medium,Fri,mid
thai,city_1,android,family,promo_8,basil,medium,Thu,mid
italian,city_16,web,family,promo_7,yogurt,none,Sat,mid
mexican,city_12,web,returning,promo_1,chili,mild,Mon,high
japanese,city_2,web,budget,promo_1,soy,hot,Tue,mid
american,city_2,web,vip,promo_1,garlic,extra_hot,Wed,high
italian,city_3,android,vip,promo_5,basil,mild,Fri,mid
japanese,city_4,ios,budget,promo_5,ginger,extra_hot,Wed,mid
korean,city_2,web,vip,promo_6,miso,mild,Mon,mid
japanese,city_8,ios,family,promo_5,miso,none,Thu,high
korean,city_16,ios,family,promo_3,soy,none,Fri,very_high
thai,city_10,ios,vip,promo_2,fish_sauce,medium,Fri,mid
vietnamese,city_16,web,new,promo_6,lemon,mild,Fri,mid
italian,city_10,android,vip,promo_8,basil,none,Sat,mid
mediterranean,city_4,desktop_app,student,promo_7,tomato,medium,Fri,high
italian,city_8,desktop_app,budget,promo_7,cheese,none,Tue,mid
american,city_7,web,new,promo_1,lemon,none,Sun,high
chinese,city_2,ios,new,none,miso,mild,Wed,mid
american,city_9,web,returning,promo_6,tomato,extra_hot,Tue,mid
korean,city_2,ios,budget,promo_3,soy,mild,Sat,mid
indian,city_7,web,family,promo_4,mint,medium,Mon,mid
japanese,city_6,web,budget,promo_8,miso,mild,Sun,very_high
italian,city_8,tablet,vip,promo_1,yogurt,mild,Tue,high
american,city_18,web,family,none,cheese,none,Sun,high
mediterranean,city_5,ios,new,none,cheese,none,Tue,mid
mexican,city_6,desktop_app,new,promo_1,chili,mild,Wed,mid
italian,city_14,tablet,student,promo_8,yogurt,none,Tue,high
mexican,city_17,web,family,promo_1,cilantro,hot,Tue,mid
chinese,city_15,android,vip,promo_7,garlic,medium,Wed,very_high
american,city_20,android,returning,promo_7,onion,extra_hot,Fri,high
american,city_12,web,new,none,tomato,hot,Thu,mid
mexican,city_7,android,student,promo_2,onion,mild,Thu,low
japanese,city_8,ios,returning,promo_3,soy,medium,Sun,mid
thai,city_9,android,new,none,cilantro,medium,Thu,mid
thai,city_2,android,student,promo_7,lemon,hot,Wed,mid
thai,city_14,android,returning,promo_6,fish_sauce,mild,Thu,mid
chinese,city_14,web,family,promo_2,ginger,none,Sun,very_high
vietnamese,city_10,android,new,promo_1,basil,hot,Sat,low
vietnamese,city_10,web,new,promo_4,basil,mild,Mon,low
mexican,city_8,android,vip,promo_1,cilantro,medium,Tue,mid
mexican,city_16,tablet,vip,promo_1,lemon,hot,Sun,low
chinese,city_19,android,new,promo_1,miso,mild,Sat,mid
thai,city_3,android,returning,promo_2,cilantro,hot,Tue,low
chinese,city_12,ios,new,promo_5,sesame,hot,Thu,very_high
indian,city_8,ios,budget,promo_1,yogurt,hot,Thu,high
chinese,city_19,web,vip,promo_5,miso,none,Thu,very_high
mexican,city_13,desktop_app,student,promo_8,tomato,medium,Wed,mid
italian,city_2,android,student,promo_5,oregano,mild,Tue,high
japanese,city_16,ios,new,none,miso,medium,Fri,very_high
italian,city_6,desktop_app,family,promo_6,yogurt,none,Tue,high
mediterranean,city_14,web,vip,none,basil,mild,Fri,mid
thai,city_6,ios,family,promo_1,garlic,medium,Sun,low
thai,city_18,web,family,promo_6,basil,medium,Sat,low
chinese,city_8,ios,family,promo_6,garlic,none,Fri,high
korean,city_11,web,vip,none,ginger,extra_hot,Sat,high
chinese,city_12,web,vip,promo_2,garlic,extra_hot,Fri,very_high
mediterranean,city_8,tablet,new,promo_3,lemon,none,Sun,mid
japanese,city_4,ios,student,promo_7,soy,extra_hot,Tue,mid
vietnamese,city_9,ios,family,promo_2,basil,medium,Wed,mid
chinese,city_1,android,returning,promo_3,sesame,none,Mon,high
italian,city_11,tablet,family,promo_2,lemon,medium,Thu,high
vietnamese,city_3,ios,budget,none,garlic,mild,Thu,low
mediterranean,city_9,web,new,promo_4,oregano,mild,Sat,high
thai,city_8,web,student,promo_5,lemon,hot,Tue,mid
american,city_17,android,student,promo_3,tomato,medium,Fri,mid
thai,city_6,android,budget,promo_2,basil,mild,Mon,low
indian,city_17,ios,budget,promo_6,cumin,hot,Fri,mid
thai,city_3,android,new,promo_3,lemon,mild,Sat,low
vietnamese,city_3,android,budget,promo_5,garlic,medium,Fri,low
mexican,city_14,ios,student,promo_3,cilantro,hot,Sun,mid
mediterranean,city_15,desktop_app,family,promo_3,lemon,medium,Sat,mid
american,city_9,ios,new,promo_8,tomato,extra_hot,Sun,low
mediterranean,city_10,desktop_app,budget,promo_8,basil,none,Fri,mid
japanese,city_1,web,student,promo_4,soy,mild,Fri,mid
mexican,city_13,web,student,promo_8,tomato,medium,Fri,mid
chinese,city_6,android,returning,promo_5,garlic,extra_hot,Tue,mid
japanese,city_20,web,family,promo_8,soy,none,Thu,mid
indian,city_14,ios,family,promo_3,onion,medium,Tue,high
mexican,city_9,ios,budget,promo_6,lemon,medium,Tue,mid
indian,city_15,android,budget,promo_7,turmeric,medium,Thu,very_high
indian,city_13,android,budget,promo_1,yogurt,extra_hot,Fri,mid
american,city_4,android,budget,promo_8,garlic,medium,Sun,low
chinese,city_12,web,student,promo_5,garlic,medium,Sat,high
mexican,city_4,ios,new,promo_7,lemon,mild,Thu,high
american,city_9,web,student,promo_8,cheese,extra_hot,Thu,mid
vietnamese,city_18,ios,family,promo_8,basil,hot,Wed,low
mexican,city_6,tablet,new,promo_8,chili,medium,Sat,mid
italian,city_3,tablet,vip,promo_8,yogurt,none,Sat,mid
mexican,city_2,tablet,vip,promo_3,lemon,medium,Fri,mid
vietnamese,city_20,android,family,none,basil,medium,Tue,high
mediterranean,city_13,desktop_app,new,promo_7,cheese,none,Thu,high
american,city_4,web,returning,promo_4,onion,mild,Tue,low
italian,city_20,ios,family,promo_7,yogurt,none,Sat,mid
vietnamese,city_12,web,new,promo_6,basil,hot,Wed,low
thai,city_3,android,family,promo_4,garlic,medium,Sun,low
japanese,city_7,web,student,none,sesame,extra_hot,Wed,mid
thai,city_6,android,returning,none,basil,medium,Fri,mid
american,city_4,web,family,promo_6,garlic,medium,Sat,low
mediterranean,city_10,android,family,none,lemon,mild,Mon,mid
italian,city_16,tablet,new,promo_6,basil,medium,Mon,high
chinese,city_20,android,family,promo_6,soy,medium,Wed,very_high
vietnamese,city_7,android,new,none,basil,hot,Tue,mid
mediterranean,city_18,ios,family,promo_7,yogurt,mild,Sat,high
vietnamese,city_3,android,student,promo_2,basil,hot,Mon,mid
thai,city_3,ios,student,promo_4,lemon,medium,Sat,mid
vietnamese,city_10,ios,vip,promo_7,lemon,medium,Wed,high
chinese,city_17,web,new,promo_7,garlic,none,Sat,high
korean,city_17,web,vip,promo_7,miso,mild,Wed,very_high
thai,city_8,ios,new,promo_7,cilantro,hot,Sun,low
italian,city_18,ios,family,none,oregano,medium,Sun,mid
vietnamese,city_20,android,student,promo_2,cilantro,medium,Wed,low
thai,city_17,android,student,promo_7,basil,mild,Tue,high
american,city_9,web,family,promo_6,cheese,none,Thu,high
vietnamese,city_11,ios,vip,promo_3,lemon,medium,Thu,low
chinese,city_9,web,student,promo_3,soy,extra_hot,Fri,mid
italian,city_3,android,new,promo_8,basil,medium,Sat,mid
thai,city_17,ios,returning,promo_1,fish_sauce,medium,Wed,low
indian,city_18,desktop_app,returning,promo_3,mint,medium,Wed,mid
italian,city_1,desktop_app,returning,promo_8,yogurt,none,Mon,mid
japanese,city_8,ios,budget,promo_8,miso,none,Tue,mid
mexican,city_2,web,student,promo_8,onion,mild,Thu,low
american,city_7,web,family,promo_8,onion,extra_hot,Mon,mid
american,city_6,ios,vip,promo_1,onion,extra_hot,Tue,mid
mediterranean,city_2,desktop_app,family,promo_8,basil,mild,Sat,mid
chinese,city_4,android,family,promo_7,ginger,mild,Sat,high
vietnamese,city_3,web,student,promo_8,garlic,medium,Thu,low
vietnamese,city_10,ios,family,promo_1,basil,medium,Thu,low
american,city_8,android,returning,none,tomato,mild,Wed,mid
japanese,city_16,web,student,promo_1,sesame,extra_hot,Sat,mid
mexican,city_8,web,family,promo_4,chili,medium,Thu,mid
american,city_10,web,returning,promo_8,lemon,hot,Sat,low
korean,city_2,web,student,promo_2,garlic,mild,Tue,high
vietnamese,city_15,android,new,promo_3,fish_sauce,medium,Thu,mid
mediterranean,city_6,web,family,promo_2,lemon,none,Mon,mid
american,city_3,web,new,promo_5,cheese,extra_hot,Fri,mid
thai,city_3,android,new,promo_2,fish_sauce,medium,Thu,high
italian,city_3,android,budget,promo_3,yogurt,mild,Mon,mid
mexican,city_12,desktop_app,budget,promo_6,lemon,medium,Tue,mid
indian,city_12,web,vip,promo_4,mint,extra_hot,Sat,high
vietnamese,city_3,android,returning,promo_4,basil,mild,Fri,low
vietnamese,city_4,web,returning,promo_1,basil,hot,Tue,mid
mediterranean,city_18,desktop_app,family,promo_6,oregano,mild,Sat,mid
mexican,city_15,android,returning,promo_5,lemon,mild,Mon,mid
chinese,city_16,web,budget,promo_7,ginger,mild,Fri,high
indian,city_14,ios,returning,promo_8,turmeric,medium,Thu,mid
chinese,city_8,android,student,promo_3,sesame,medium,Fri,mid
mexican,city_9,web,returning,promo_5,onion,medium,Thu,low
vietnamese,city_15,web,family,promo_7,garlic,medium,Wed,mid
vietnamese,city_2,android,family,none,cilantro,hot,Sun,low
italian,city_16,tablet,student,promo_2,oregano,none,Fri,mid
american,city_16,ios,new,none,tomato,mild,Sun,mid
american,city_19,web,student,promo_2,garlic,mild,Wed,mid
italian,city_12,android,new,promo_7,cheese,none,Wed,high
vietnamese,city_16,ios,new,promo_3,fish_sauce,hot,Fri,mid
vietnamese,city_7,ios,student,promo_3,fish_sauce,medium,Mon,low
thai,city_19,android,budget,promo_1,basil,hot,Mon,low
vietnamese,city_8,android,budget,promo_2,basil,medium,Fri,mid
american,city_17,web,family,promo_2,onion,mild,Wed,high
chinese,city_20,android,returning,none,sesame,extra_hot,Tue,mid
indian,city_9,web,vip,promo_7,onion,medium,Tue,mid
american,city_12,web,new,none,tomato,extra_hot,Thu,high
vietnamese,city_7,android,vip,promo_8,garlic,hot,Tue,low
indian,city_18,web,budget,none,mint,hot,Fri,very_high
indian,city_7,web,new,promo_8,mint,extra_hot,Tue,high
thai,city_8,android,family,promo_8,garlic,mild,Mon,mid
vietnamese,city_8,android,student,promo_5,lemon,medium,Fri,high
japanese,city_12,android,new,promo_5,miso,mild,Sat,high
korean,city_5,web,family,none,sesame,extra_hot,Wed,high
japanese,city_5,ios,returning,promo_8,miso,medium,Mon,very_high
mexican,city_1,desktop_app,budget,promo_4,chili,medium,Tue,low
japanese,city_15,ios,new,promo_5,ginger,medium,Mon,mid
chinese,city_9,ios,student,promo_2,miso,hot,Wed,high
american,city_10,web,student,promo_8,garlic,extra_hot,Tue,mid
chinese,city_6,ios,new,promo_4,sesame,extra_hot,Tue,high
mexican,city_8,android,vip,promo_6,tomato,mild,Fri,low
mediterranean,city_10,ios,returning,promo_7,tomato,mild,Sat,mid
vietnamese,city_8,android,student,promo_5,garlic,medium,Thu,mid
american,city_4,android,budget,promo_5,lemon,extra_hot,Tue,mid
indian,city_2,ios,budget,promo_6,yogurt,medium,Mon,mid
vietnamese,city_9,ios,returning,promo_5,lemon,hot,Mon,low
thai,city_3,ios,vip,promo_1,basil,medium,Thu,mid
mexican,city_15,android,student,promo_4,tomato,mild,Fri,high
indian,city_12,tablet,student,promo_4,onion,hot,Sun,mid
chinese,city_3,web,new,promo_4,garlic,hot,Thu,very_high
indian,city_5,desktop_app,returning,promo_2,mint,hot,Fri,mid
american,city_6,ios,student,promo_1,cheese,none,Sat,mid
japanese,city_11,web,budget,promo_8,sesame,mild,Sat,high
american,city_16,web,new,promo_8,lemon,medium,Thu,mid
italian,city_17,tablet,family,promo_1,lemon,medium,Tue,high
italian,city_19,ios,family,promo_5,tomato,mild,Thu,high
korean,city_20,web,family,promo_8,garlic,extra_hot,Mon,high
mediterranean,city_8,ios,budget,promo_4,yogurt,mild,Fri,very_high
korean,city_4,web,vip,promo_3,sesame,none,Sun,mid
mexican,city_11,tablet,returning,promo_4,chili,hot,Sat,mid
italian,city_4,web,returning,none,lemon,none,Wed,very_high
indian,city_16,android,returning,promo_8,turmeric,hot,Wed,high
japanese,city_4,ios,student,promo_6,garlic,extra_hot,Sun,high
thai,city_1,android,vip,none,lemon,mild,Sat,high
american,city_15,web,new,promo_8,onion,mild,Wed,high
american,city_15,web,new,promo_6,tomato,mild,Sat,mid
vietnamese,city_9,web,returning,promo_8,garlic,hot,Fri,low
japanese,city_7,android,family,promo_3,sesame,none,Tue,high
korean,city_15,web,returning,promo_8,garlic,extra_hot,Tue,very_high
japanese,city_20,ios,family,promo_1,ginger,extra_hot,Sun,mid
american,city_18,web,returning,promo_8,onion,mild,Tue,high
mediterranean,city_6,tablet,student,promo_8,tomato,mild,Mon,mid
american,city_10,web,new,promo_1,onion,hot,Wed,mid
chinese,city_13,ios,budget,promo_2,sesame,mild,Sun,mid
italian,city_4,tablet,vip,promo_7,yogurt,medium,Sun,high
italian,city_8,desktop_app,family,promo_1,cheese,mild,Wed,high
mediterranean,city_15,tablet,vip,promo_4,basil,none,Fri,high
mediterranean,city_1,tablet,new,promo_7,yogurt,mild,Mon,high
american,city_10,web,new,promo_2,onion,extra_hot,Fri,low
american,city_19,web,new,promo_4,tomato,extra_hot,Thu,mid
vietnamese,city_10,android,family,promo_6,cilantro,medium,Thu,low
chinese,city_2,web,budget,promo_3,ginger,mild,Mon,mid
mediterranean,city_7,web,budget,promo_1,cheese,none,Mon,mid
vietnamese,city_5,ios,new,promo_4,fish_sauce,hot,Sat,low
american,city_17,android,vip,promo_1,garlic,none,Tue,mid
japanese,city_5,ios,returning,promo_3,soy,none,Tue,mid
american,city_8,web,family,promo_3,onion,hot,Thu,low
chinese,city_13,web,budget,promo_5,soy,extra_hot,Fri,mid
indian,city_17,web,new,promo_7,onion,hot,Thu,high
american,city_11,android,family,promo_8,tomato,mild,Thu,high
american,city_4,web,family,promo_4,lemon,none,Mon,mid
mediterranean,city_3,tablet,vip,promo_8,oregano,none,Tue,high
japanese,city_1,ios,budget,promo_4,garlic,extra_hot,Sat,mid
vietnamese,city_11,ios,family,promo_8,lemon,mild,Fri,mid
mexican,city_11,android,vip,promo_8,tomato,mild,Tue,mid
vietnamese,city_11,web,returning,none,lemon,medium,Sun,mid
mexican,city_9,desktop_app,student,none,tomato,medium,Sat,low
american,city_9,android,budget,promo_6,tomato,mild,Fri,low
chinese,city_7,ios,student,promo_4,ginger,hot,Mon,high
vietnamese,city_2,android,budget,promo_5,lemon,hot,Fri,mid
