cuisine,city,device,user_segment,promo,fav_ingredient,spice_level,day_of_week,price_bucket
american,city_14,ios,vip,promo_8,lemon,extra_hot,Sat,low
vietnamese,city_6,web,family,promo_3,cilantro,medium,Wed,mid
italian,city_10,android,budget,promo_3,cheese,medium,Mon,mid
indian,city_16,desktop_app,student,promo_8,mint,medium,Sun,mid
thai,city_11,android,family,none,fish_sauce,hot,Tue,mid
indian,city_6,tablet,student,promo_2,onion,medium,Sat,high
mediterranean,city_17,ios,new,promo_3,basil,mild,Fri,mid
american,city_16,web,vip,promo_2,lemon,hot,Mon,low
american,city_6,ios,student,promo_3,lemon,mild,Sun,mid
korean,city_20,web,vip,promo_6,soy,extra_hot,Mon,high
mediterranean,city_8,web,family,promo_6,lemon,mild,Tue,mid
indian,city_6,tablet,student,promo_5,cumin,medium,Thu,high
indian,city_14,desktop_app,family,promo_8,onion,medium,Thu,high
chinese,city_13,ios,new,promo_1,soy,extra_hot,Tue,mid
thai,city_6,android,family,promo_8,basil,medium,Sun,mid
thai,city_3,android,student,promo_6,basil,medium,Sat,mid
indian,city_13,desktop_app,family,promo_5,onion,extra_hot,Wed,mid
thai,city_8,web,family,promo_3,garlic,medium,Wed,mid
vietnamese,city_14,android,family,promo_7,fish_sauce,medium,Tue,low
italian,city_15,tablet,vip,promo_7,yogurt,mild,Wed,mid
korean,city_7,web,returning,promo_2,garlic,hot,Sat,mid
chinese,city_11,ios,student,none,soy,none,Sun,mid
american,city_4,android,returning,promo_3,cheese,hot,Mon,low
japanese,city_8,ios,returning,promo_8,ginger,mild,Wed,mid
indian,city_17,ios,new,promo_2,yogurt,medium,Mon,mid
japanese,city_14,ios,new,promo_4,miso,none,Thu,mid
italian,city_16,ios,returning,promo_8,basil,medium,Wed,very_high
indian,city_9,desktop_app,student,promo_6,yogurt,extra_hot,Tue,high
italian,city_15,web,family,promo_7,yogurt,mild,Thu,very_high
korean,city_6,ios,family,promo_1,miso,mild,Tue,mid
mexican,city_20,android,family,promo_3,tomato,medium,Tue,mid
korean,city_18,android,returning,promo_5,ginger,extra_hot,Thu,mid
indian,city_2,web,student,promo_6,cumin,hot,Wed,very_high
chinese,city_8,ios,new,promo_6,soy,extra_hot,Tue,high
american,city_4,web,new,promo_1,tomato,medium,Sun,mid
vietnamese,city_3,ios,returning,promo_1,basil,mild,Thu,mid
american,city_5,ios,budget,promo_4,cheese,extra_hot,Tue,mid
mexican,city_2,tablet,family,promo_5,chili,medium,Tue,mid
chinese,city_13,ios,vip,promo_2,ginger,none,Fri,mid
american,city_12,web,student,promo_1,lemon,hot,Mon,mid
korean,city_13,ios,family,promo_4,ginger,hot,Fri,high
thai,city_13,ios,budget,promo_6,lemon,medium,Mon,low
indian,city_3,ios,budget,promo_4,onion,medium,Wed,high
mexican,city_18,desktop_app,new,promo_1,tomato,hot,Thu,low
italian,city_9,web,vip,promo_7,cheese,mild,Sat,high
indian,city_7,tablet,student,promo_7,turmeric,hot,Tue,high
vietnamese,city_18,android,family,promo_8,lemon,mild,Mon,low
american,city_10,ios,budget,promo_2,cheese,hot,Sun,low
chinese,city_15,android,new,promo_4,ginger,none,Fri,high
mexican,city_7,android,student,promo_4,tomato,medium,Sun,mid
vietnamese,city_15,android,new,none,cilantro,mild,Tue,mid
indian,city_15,desktop_app,family,promo_7,yogurt,hot,Sun,mid
thai,city_18,android,family,promo_3,garlic,medium,Wed,high
chinese,city_8,ios,student,promo_6,ginger,none,Fri,mid
vietnamese,city_15,android,new,promo_2,fish_sauce,medium,Wed,mid
italian,city_10,desktop_app,family,none,tomato,none,Sun,mid
indian,city_7,desktop_app,returning,promo_7,turmeric,hot,Thu,mid
mexican,city_16,web,family,promo_1,lemon,hot,Sat,low
italian,city_8,web,family,promo_8,lemon,none,Thu,mid
american,city_19,ios,returning,promo_4,onion,extra_hot,Sun,mid
indian,city_12,desktop_app,budget,none,mint,medium,Thu,high
thai,city_19,ios,student,promo_1,cilantro,hot,Wed,low
vietnamese,city_17,web,returning,promo_8,lemon,medium,Tue,mid
chinese,city_12,android,new,promo_7,garlic,mild,Mon,high
chinese,city_9,android,vip,promo_4,ginger,medium,Sat,mid
italian,city_10,ios,student,promo_4,lemon,none,Tue,mid
italian,city_2,web,new,promo_1,cheese,none,Fri,mid
mediterranean,city_3,tablet,returning,promo_4,cheese,medium,Sun,mid
vietnamese,city_1,ios,returning,promo_7,fish_sauce,hot,Fri,mid
chinese,city_13,ios,budget,promo_3,ginger,none,Sat,high
korean,city_15,android,new,promo_4,soy,extra_hot,Thu,high
japanese,city_16,ios,family,promo_6,sesame,none,Thu,high
mexican,city_7,android,vip,promo_1,chili,medium,Wed,mid
thai,city_10,web,vip,promo_8,lemon,mild,Sat,mid
vietnamese,city_13,ios,new,promo_4,garlic,hot,Fri,low
mediterranean,city_9,desktop_app,new,promo_1,basil,mild,Sun,high
thai,city_11,ios,returning,promo_4,lemon,hot,Thu,low
italian,city_4,web,budget,promo_6,cheese,mild,Thu,mid
indian,city_20,tablet,student,promo_4,turmeric,hot,Thu,mid
japanese,city_14,web,family,promo_2,miso,mild,Sat,very_high
indian,city_14,ios,student,none,yogurt,extra_hot,Mon,very_high
japanese,city_3,web,student,promo_4,sesame,mild,Fri,high
mediterranean,city_1,android,returning,promo_1,yogurt,mild,Tue,mid
indian,city_17,desktop_app,returning,promo_8,cumin,medium,Sun,mid
italian,city_17,ios,new,promo_4,lemon,none,Thu,high
mexican,city_1,android,budget,promo_4,lemon,medium,Tue,mid
mediterranean,city_9,android,student,promo_3,oregano,mild,Wed,high
chinese,city_5,ios,student,promo_7,ginger,medium,Wed,mid
mediterranean,city_14,tablet,student,promo_5,oregano,medium,Fri,high
indian,city_16,tablet,returning,promo_6,turmeric,medium,Tue,high
thai,city_17,android,family,promo_5,cilantro,mild,Tue,low
indian,city_1,desktop_app,student,promo_4,onion,medium,Wed,mid
italian,city_16,desktop_app,vip,promo_3,oregano,medium,Thu,mid
thai,city_2,ios,vip,promo_5,lemon,mild,Sun,high
mexican,city_16,android,student,promo_1,cilantro,hot,Tue,mid
italian,city_2,android,student,promo_4,basil,none,Fri,mid
japanese,city_6,android,student,none,sesame,hot,Thu,mid
american,city_13,ios,family,promo_6,onion,medium,Fri,mid
vietnamese,city_15,web,returning,promo_4,cilantro,hot,Fri,low
thai,city_11,ios,vip,promo_2,fish_sauce,hot,Sun,mid
mediterranean,city_2,web,family,promo_3,lemon,mild,Sat,high
mexican,city_16,web,budget,promo_3,onion,mild,Fri,mid
mediterranean,city_11,tablet,new,promo_3,basil,mild,Sun,high
korean,city_9,ios,budget,promo_1,garlic,mild,Wed,mid
indian,city_19,web,new,promo_2,cumin,hot,Wed,very_high
american,city_13,web,vip,none,cheese,hot,Thu,mid
american,city_17,web,family,promo_2,tomato,medium,Fri,low
mediterranean,city_14,desktop_app,new,promo_6,basil,mild,Fri,mid
indian,city_11,ios,new,promo_4,turmeric,medium,Tue,mid
italian,city_2,tablet,family,promo_1,lemon,mild,Tue,very_high
japanese,city_7,web,returning,promo_8,ginger,medium,Tue,mid
thai,city_1,ios,returning,promo_3,cilantro,medium,Fri,low
chinese,city_2,web,vip,promo_6,miso,medium,Sat,high
vietnamese,city_9,ios,returning,promo_2,basil,mild,Fri,mid
chinese,city_6,ios,student,promo_7,miso,medium,Mon,mid
korean,city_18,ios,family,promo_2,garlic,medium,Sat,high
vietnamese,city_5,ios,new,promo_6,lemon,medium,Sat,low
mexican,city_1,tablet,student,promo_6,chili,hot,Tue,high
chinese,city_1,android,new,promo_7,soy,none,Tue,very_high
mediterranean,city_8,desktop_app,student,promo_8,cheese,mild,Fri,mid
american,city_13,ios,returning,promo_3,tomato,none,Sun,mid
italian,city_10,desktop_app,family,promo_2,yogurt,none,Mon,mid
mediterranean,city_18,android,family,promo_8,tomato,none,Sun,high
american,city_9,android,student,none,garlic,hot,Fri,low
indian,city_14,desktop_app,new,promo_2,cumin,medium,Tue,mid
mexican,city_6,android,new,promo_3,chili,hot,Wed,mid
indian,city_1,tablet,budget,none,mint,hot,Fri,high
chinese,city_12,android,new,promo_2,miso,mild,Mon,high
chinese,city_11,android,new,promo_8,ginger,medium,Tue,high
thai,city_12,web,returning,promo_6,lemon,medium,Mon,mid
mediterranean,city_3,ios,new,promo_2,basil,mild,Thu,mid
chinese,city_6,web,returning,promo_4,miso,hot,Fri,high
vietnamese,city_14,android,student,promo_3,lemon,medium,Sun,mid
italian,city_8,tablet,family,promo_3,lemon,none,Fri,mid
chinese,city_1,ios,budget,promo_1,garlic,mild,Sun,high
thai,city_19,web,new,promo_2,basil,mild,Thu,high
mediterranean,city_19,android,returning,promo_2,yogurt,mild,Tue,mid
indian,city_8,ios,family,none,turmeric,hot,Thu,high
chinese,city_9,android,student,promo_8,ginger,extra_hot,Wed,mid
chinese,city_20,web,family,promo_1,ginger,mild,Tue,mid
chinese,city_17,web,new,promo_1,sesame,hot,Mon,very_high
mexican,city_12,android,student,promo_8,lemon,medium,Sun,mid
american,city_18,web,budget,promo_3,tomato,mild,Fri,low
american,city_19,web,budget,promo_2,cheese,medium,Wed,mid
japanese,city_13,ios,new,promo_8,ginger,none,Tue,high
american,city_11,web,student,promo_4,lemon,none,Sun,mid
thai,city_6,web,returning,promo_4,basil,mild,Sun,low
italian,city_18,tablet,returning,promo_4,basil,none,Fri,mid
indian,city_15,ios,family,promo_3,yogurt,extra_hot,Fri,mid
vietnamese,city_6,android,family,promo_1,fish_sauce,medium,Thu,high
thai,city_9,android,family,promo_4,cilantro,medium,Wed,low
mediterranean,city_16,web,family,promo_7,cheese,mild,Tue,high
japanese,city_20,web,returning,promo_6,soy,mild,Mon,high
mediterranean,city_12,web,vip,promo_7,yogurt,medium,Sun,mid
thai,city_11,android,family,promo_3,lemon,mild,Sat,high
japanese,city_16,ios,student,promo_7,sesame,none,Sat,very_high
mexican,city_13,ios,budget,promo_7,chili,medium,Thu,mid
american,city_13,android,student,promo_5,lemon,extra_hot,Sun,high
japanese,city_6,ios,student,promo_5,soy,hot,Sun,high
italian,city_20,ios,family,promo_5,yogurt,mild,Wed,mid
chinese,city_1,ios,vip,promo_4,sesame,none,Sun,high
italian,city_19,desktop_app,new,promo_8,cheese,none,Fri,mid
indian,city_20,web,vip,promo_5,yogurt,medium,Fri,high
thai,city_18,android,returning,none,garlic,medium,Mon,mid
chinese,city_8,ios,new,promo_1,sesame,hot,Sat,mid
thai,city_8,ios,budget,promo_1,basil,mild,Thu,mid
chinese,city_9,ios,vip,promo_4,soy,hot,Sat,high
mexican,city_19,ios,vip,promo_4,tomato,hot,Thu,mid
chinese,city_7,ios,new,none,garlic,mild,Tue,mid
american,city_18,ios,student,promo_8,cheese,none,Sun,high
chinese,city_12,ios,new,promo_4,sesame,medium,Wed,mid
japanese,city_11,web,student,promo_8,garlic,extra_hot,Tue,very_high
american,city_3,android,student,promo_3,lemon,extra_hot,Sat,high
korean,city_14,ios,budget,promo_3,miso,hot,Mon,mid
mexican,city_13,tablet,returning,promo_3,chili,hot,Wed,low
italian,city_11,ios,vip,promo_8,oregano,medium,Sun,high
chinese,city_17,android,returning,none,soy,extra_hot,Thu,high
chinese,city_3,android,returning,promo_1,miso,mild,Wed,very_high
american,city_19,ios,student,promo_3,cheese,medium,Wed,low
korean,city_10,android,new,none,garlic,none,Thu,high
korean,city_20,web,student,promo_8,sesame,none,Fri,mid
mediterranean,city_20,web,budget,promo_4,basil,mild,Sun,high
indian,city_6,web,student,promo_2,onion,medium,Fri,mid
vietnamese,city_4,ios,student,promo_1,garlic,medium,Wed,high
japanese,city_6,ios,family,promo_5,soy,none,Fri,mid
indian,city_20,web,returning,none,yogurt,hot,Fri,mid
indian,city_6,web,family,promo_6,onion,medium,Tue,very_high
indian,city_5,tablet,new,promo_6,mint,extra_hot,Sat,mid
thai,city_18,ios,family,promo_4,garlic,medium,Wed,low
thai,city_14,ios,vip,promo_3,fish_sauce,medium,Sun,low
chinese,city_1,ios,returning,promo_1,sesame,hot,Mon,mid
korean,city_15,web,family,promo_1,miso,extra_hot,Fri,mid
japanese,city_20,ios,student,promo_5,soy,medium,Sat,high
mediterranean,city_12,web,student,promo_1,oregano,none,Mon,mid
indian,city_14,android,budget,none,turmeric,medium,Tue,very_high
chinese,city_19,ios,vip,promo_1,ginger,mild,Sun,mid
american,city_1,android,vip,promo_4,cheese,extra_hot,Fri,high
thai,city_10,ios,returning,promo_8,cilantro,hot,Thu,low
korean,city_19,android,family,promo_6,garlic,extra_hot,Sun,mid
chinese,city_12,web,family,promo_3,soy,medium,Thu,very_high
chinese,city_18,web,budget,promo_6,ginger,hot,Tue,high
mexican,city_6,tablet,budget,none,lemon,hot,Tue,low
italian,city_4,desktop_app,budget,promo_1,oregano,mild,Sun,mid
vietnamese,city_15,ios,student,promo_2,basil,hot,Sun,high
chinese,city_14,android,student,promo_6,sesame,extra_hot,Mon,mid
indian,city_19,tablet,family,promo_8,mint,medium,Tue,mid
chinese,city_10,android,family,promo_3,sesame,hot,Mon,high
italian,city_13,ios,new,promo_7,lemon,mild,Wed,mid
italian,city_16,web,vip,none,basil,mild,Sun,mid
mexican,city_9,android,family,promo_3,tomato,hot,Fri,mid
indian,city_18,web,family,promo_2,cumin,medium,Sun,mid
vietnamese,city_7,ios,vip,promo_5,fish_sauce,medium,Sun,high
indian,city_8,desktop_app,budget,promo_1,onion,hot,Tue,very_high
vietnamese,city_8,ios,vip,promo_6,garlic,mild,Thu,mid
american,city_13,android,new,promo_5,garlic,medium,Sun,low
japanese,city_17,android,budget,promo_2,miso,extra_hot,Sun,high
thai,city_20,ios,returning,promo_3,garlic,mild,Wed,mid
chinese,city_14,ios,student,promo_3,garlic,extra_hot,Tue,mid
chinese,city_3,web,budget,promo_2,soy,hot,Sat,high
chinese,city_6,ios,vip,promo_7,garlic,extra_hot,Mon,mid
chinese,city_1,android,student,promo_4,miso,hot,Tue,high
vietnamese,city_15,android,family,promo_7,garlic,medium,Sun,mid
korean,city_8,ios,returning,promo_5,sesame,hot,Sat,very_high
american,city_7,android,new,promo_6,onion,medium,Sun,high
mediterranean,city_16,android,vip,promo_4,yogurt,none,Mon,mid
vietnamese,city_6,ios,budget,none,lemon,medium,Tue,high
american,city_2,android,returning,promo_2,cheese,extra_hot,Wed,low
indian,city_5,web,vip,promo_7,turmeric,medium,Thu,very_high
indian,city_5,desktop_app,family,promo_6,mint,medium,Thu,high
mexican,city_1,android,budget,promo_2,chili,mild,Wed,mid
italian,city_6,android,returning,promo_7,yogurt,medium,Sat,high
italian,city_9,android,budget,promo_6,tomato,mild,Wed,high
thai,city_17,android,student,promo_8,fish_sauce,mild,Tue,mid
chinese,city_10,ios,returning,promo_7,miso,extra_hot,Tue,high
indian,city_2,android,new,promo_4,yogurt,medium,Sun,mid
vietnamese,city_17,android,student,promo_7,fish_sauce,medium,Sat,low
chinese,city_12,web,family,promo_2,sesame,none,Sat,high
chinese,city_6,android,vip,promo_3,ginger,extra_hot,Tue,high
american,city_15,ios,vip,promo_7,lemon,mild,Tue,mid
american,city_13,web,returning,promo_4,garlic,hot,Sat,mid
italian,city_2,ios,vip,promo_8,tomato,none,Sat,very_high
mexican,city_16,ios,student,none,cilantro,mild,Fri,mid
thai,city_4,android,student,promo_5,fish_sauce,medium,Thu,mid
korean,city_13,ios,new,none,miso,none,Tue,high
japanese,city_3,ios,new,promo_3,miso,extra_hot,Sun,very_high
indian,city_13,desktop_app,new,promo_6,cumin,medium,Wed,high
mediterranean,city_12,ios,vip,promo_3,yogurt,medium,Thu,mid
mexican,city_20,android,new,promo_4,onion,medium,Wed,mid
thai,city_18,ios,budget,promo_4,lemon,hot,Sat,mid
indian,city_2,android,returning,promo_1,turmeric,extra_hot,Sun,high
mediterranean,city_5,android,returning,promo_2,lemon,mild,Sat,high
thai,city_16,android,vip,promo_5,garlic,hot,Sun,mid
american,city_18,android,returning,promo_4,cheese,none,Tue,mid
mexican,city_6,tablet,vip,promo_1,chili,medium,Fri,low
mexican,city_5,ios,new,promo_3,tomato,medium,Thu,mid
italian,city_18,desktop_app,returning,promo_2,cheese,none,Tue,mid
american,city_14,ios,student,promo_8,onion,none,Fri,mid
japanese,city_6,android,returning,promo_5,garlic,hot,Thu,mid
mediterranean,city_11,tablet,new,promo_8,yogurt,mild,Wed,high
italian,city_15,android,returning,promo_2,lemon,mild,Mon,mid
indian,city_7,ios,new,promo_5,yogurt,extra_hot,Sat,high
chinese,city_14,ios,new,promo_3,miso,none,Sun,mid
american,city_9,android,new,promo_1,onion,mild,Fri,low
italian,city_4,ios,family,promo_2,yogurt,mild,Thu,very_high
american,city_13,web,student,promo_7,lemon,medium,Mon,low
american,city_19,android,family,none,lemon,hot,Wed,low
mediterranean,city_12,desktop_app,new,promo_4,tomato,mild,Sun,high
american,city_7,ios,returning,none,cheese,mild,Tue,mid
mediterranean,city_20,desktop_app,new,promo_3,tomato,mild,Tue,high
mediterranean,city_9,web,student,promo_3,yogurt,mild,Mon,mid
italian,city_11,android,returning,promo_7,basil,mild,Thu,mid
american,city_16,web,vip,promo_8,garlic,mild,Thu,low
vietnamese,city_18,android,returning,promo_1,fish_sauce,mild,Mon,low
chinese,city_12,android,new,promo_4,garlic,medium,Wed,mid
chinese,city_6,web,new,promo_6,garlic,medium,Sun,mid
thai,city_2,ios,new,promo_8,garlic,mild,Wed,mid
american,city_8,android,student,promo_4,onion,none,Mon,high
vietnamese,city_7,web,budget,promo_8,garlic,hot,Sat,mid
japanese,city_10,web,returning,promo_5,ginger,extra_hot,Fri,high
american,city_2,android,vip,promo_2,cheese,hot,Fri,mid
vietnamese,city_4,ios,budget,promo_7,cilantro,mild,Sat,high
american,city_2,android,new,promo_5,tomato,extra_hot,Sat,high
american,city_14,ios,returning,none,cheese,mild,Tue,high
mexican,city_18,desktop_app,student,promo_2,chili,mild,Sun,mid
thai,city_14,android,returning,promo_6,garlic,mild,Sun,high
indian,city_11,web,family,promo_7,yogurt,hot,Sun,mid
italian,city_20,desktop_app,new,promo_1,oregano,medium,Wed,mid
chinese,city_17,ios,student,promo_6,soy,hot,Fri,mid
italian,city_19,web,new,promo_6,basil,none,Sun,mid
indian,city_5,desktop_app,new,promo_7,onion,hot,Sat,high
italian,city_11,ios,returning,promo_2,oregano,mild,Wed,mid
mexican,city_1,web,returning,promo_7,chili,mild,Mon,low
american,city_10,web,family,promo_5,lemon,extra_hot,Fri,high
vietnamese,city_1,web,vip,promo_2,fish_sauce,mild,Thu,low
american,city_18,android,family,promo_7,garlic,none,Sun,high
mexican,city_17,ios,budget,none,lemon,hot,Tue,mid
chinese,city_14,ios,returning,promo_2,soy,extra_hot,Mon,mid
japanese,city_16,ios,family,promo_8,soy,medium,Tue,high
italian,city_4,ios,vip,promo_2,cheese,medium,Mon,mid
chinese,city_15,ios,budget,promo_3,soy,none,Sun,very_high
vietnamese,city_10,android,new,promo_3,cilantro,hot,Thu,mid
chinese,city_5,web,student,promo_3,miso,extra_hot,Sun,mid
mediterranean,city_9,android,budget,promo_1,basil,medium,Tue,high
thai,city_10,android,student,promo_5,fish_sauce,medium,Fri,low
japanese,city_11,web,vip,promo_8,ginger,hot,Wed,high
mediterranean,city_10,tablet,new,promo_6,cheese,medium,Thu,mid
thai,city_16,android,returning,promo_1,garlic,mild,Tue,mid
italian,city_8,web,returning,none,yogurt,mild,Wed,mid
japanese,city_20,ios,vip,none,garlic,hot,Mon,very_high
italian,city_11,ios,new,promo_2,lemon,medium,Sun,mid
thai,city_16,ios,returning,promo_6,garlic,medium,Wed,high
chinese,city_5,android,returning,promo_1,miso,extra_hot,Tue,high
chinese,city_11,web,vip,promo_1,sesame,none,Sat,mid
chinese,city_10,android,new,promo_4,miso,hot,Thu,very_high
american,city_5,android,returning,promo_3,tomato,hot,Tue,low
vietnamese,city_1,android,vip,promo_3,basil,medium,Sun,low
american,city_6,web,budget,promo_5,onion,hot,Fri,low
thai,city_3,web,returning,promo_7,fish_sauce,medium,Mon,high
thai,city_10,android,student,promo_6,fish_sauce,medium,Sun,high
japanese,city_2,ios,student,promo_3,miso,hot,Tue,high
mexican,city_3,tablet,new,promo_3,tomato,medium,Wed,mid
american,city_9,ios,student,promo_2,garlic,none,Mon,mid
mediterranean,city_9,web,budget,promo_6,yogurt,mild,Sun,mid
korean,city_13,android,new,promo_7,soy,extra_hot,Sat,mid
indian,city_18,tablet,student,promo_3,cumin,extra_hot,Wed,mid
chinese,city_1,ios,budget,promo_2,ginger,extra_hot,Tue,high
korean,city_19,web,budget,promo_8,miso,medium,Sat,mid
korean,city_13,ios,student,promo_1,miso,extra_hot,Thu,mid
vietnamese,city_14,android,vip,promo_8,cilantro,medium,Thu,low
american,city_3,web,family,promo_7,tomato,mild,Wed,low
mediterranean,city_11,tablet,student,promo_4,cheese,mild,Sat,mid
indian,city_6,ios,new,promo_3,turmeric,hot,Sun,high
thai,city_15,android,student,promo_4,cilantro,medium,Sat,low
mediterranean,city_16,tablet,vip,promo_6,cheese,mild,Sat,mid
italian,city_16,web,vip,promo_5,tomato,none,Mon,mid
indian,city_4,ios,new,promo_3,cumin,hot,Tue,mid
chinese,city_2,ios,new,promo_2,sesame,mild,Wed,mid
vietnamese,city_5,ios,budget,promo_7,lemon,mild,Mon,mid
korean,city_7,android,budget,promo_4,ginger,none,Sat,mid
chinese,city_13,ios,new,promo_7,sesame,mild,Tue,high
korean,city_12,android,budget,promo_1,ginger,extra_hot,Fri,high
italian,city_14,tablet,returning,promo_4,tomato,none,Fri,very_high
korean,city_6,android,budget,promo_3,sesame,medium,Sat,high
indian,city_17,desktop_app,budget,promo_1,turmeric,hot,Sun,mid
chinese,city_9,ios,student,none,sesame,mild,Sat,high
korean,city_8,ios,budget,promo_6,miso,medium,Sun,high
chinese,city_10,ios,budget,promo_3,ginger,medium,Sun,high
indian,city_13,android,vip,promo_4,yogurt,extra_hot,Sun,mid
indian,city_17,ios,new,promo_6,yogurt,medium,Thu,high
thai,city_11,ios,new,promo_1,cilantro,mild,Wed,mid
italian,city_15,android,student,promo_7,yogurt,none,Sun,mid
japanese,city_1,ios,returning,promo_1,miso,medium,Mon,mid
american,city_18,android,student,promo_8,lemon,mild,Sun,high
mexican,city_18,web,family,promo_4,tomato,mild,Thu,low
chinese,city_14,ios,returning,promo_4,garlic,medium,Sat,mid
vietnamese,city_18,web,budget,promo_7,cilantro,mild,Sat,low
american,city_16,web,vip,promo_8,onion,hot,Tue,mid
american,city_4,ios,family,promo_3,onion,none,Wed,mid
american,city_19,android,vip,promo_1,tomato,hot,Tue,high
american,city_5,web,student,promo_7,tomato,mild,Fri,mid
american,city_9,ios,vip,promo_7,cheese,extra_hot,Sun,high
italian,city_9,web,family,promo_8,lemon,mild,Sun,mid
vietnamese,city_8,ios,budget,promo_7,basil,medium,Thu,low
thai,city_11,android,vip,promo_2,garlic,medium,Sun,mid
chinese,city_16,ios,vip,none,miso,mild,Fri,high
italian,city_15,desktop_app,returning,promo_5,yogurt,mild,Fri,mid
american,city_16,web,family,promo_7,onion,medium,Sat,low
mexican,city_11,ios,vip,none,cilantro,mild,Wed,mid
vietnamese,city_5,web,returning,promo_8,fish_sauce,mild,Sat,low
vietnamese,city_20,web,student,none,lemon,mild,Fri,mid
mediterranean,city_5,desktop_app,student,promo_6,oregano,mild,Wed,mid
korean,city_3,web,student,promo_2,garlic,extra_hot,Sun,mid
indian,city_18,tablet,vip,promo_5,onion,hot,Fri,mid
mexican,city_14,tablet,family,promo_8,lemon,medium,Wed,mid
thai,city_4,web,student,promo_1,fish_sauce,hot,Fri,low
italian,city_17,web,family,none,oregano,none,Tue,mid
indian,city_8,desktop_app,budget,promo_5,onion,medium,Wed,mid
american,city_20,web,vip,promo_6,garlic,medium,Fri,high
japanese,city_1,web,student,promo_1,soy,none,Fri,very_high
korean,city_7,android,vip,promo_5,ginger,medium,Sat,very_high
thai,city_9,web,returning,promo_2,cilantro,hot,Fri,mid
thai,city_2,web,budget,promo_3,garlic,mild,Mon,mid
korean,city_15,ios,family,promo_8,miso,extra_hot,Wed,mid
mexican,city_11,ios,student,promo_6,chili,medium,Wed,low
italian,city_4,web,student,promo_8,lemon,medium,Wed,very_high
indian,city_8,web,new,promo_4,turmeric,hot,Sun,high
mediterranean,city_2,tablet,budget,promo_4,oregano,mild,Sun,high
american,city_3,android,student,promo_3,cheese,none,Sat,low
american,city_9,android,student,promo_5,tomato,extra_hot,Sun,low
thai,city_2,android,family,promo_6,lemon,medium,Fri,mid
mexican,city_12,desktop_app,student,promo_4,chili,hot,Tue,low
vietnamese,city_6,web,returning,promo_1,cilantro,medium,Sat,low
indian,city_1,ios,returning,promo_2,turmeric,medium,Mon,high
chinese,city_10,ios,family,promo_4,ginger,medium,Sat,high
vietnamese,city_8,ios,budget,promo_7,basil,medium,Sat,high
mexican,city_1,android,family,promo_4,onion,hot,Tue,mid
italian,city_13,web,student,promo_2,oregano,mild,Mon,mid
mediterranean,city_16,ios,returning,none,oregano,none,Thu,mid
mexican,city_18,desktop_app,returning,promo_5,tomato,mild,Mon,mid
thai,city_9,android,student,promo_4,fish_sauce,hot,Sun,high
japanese,city_19,web,family,promo_8,garlic,hot,Wed,high
mexican,city_13,android,new,promo_6,lemon,medium,Wed,mid
thai,city_2,ios,student,none,garlic,medium,Sat,mid
japanese,city_20,ios,student,promo_2,soy,medium,Fri,high
thai,city_1,ios,family,promo_1,garlic,medium,Mon,mid
thai,city_11,web,student,none,fish_sauce,mild,Sun,low
korean,city_18,ios,new,promo_7,sesame,extra_hot,Sat,high
vietnamese,city_8,android,budget,promo_8,basil,medium,Wed,low
italian,city_17,tablet,family,promo_4,oregano,mild,Mon,high
mediterranean,city_4,desktop_app,budget,promo_3,lemon,none,Sun,mid
american,city_1,android,student,promo_5,cheese,medium,Wed,mid
indian,city_9,web,family,promo_5,cumin,extra_hot,Sat,mid
vietnamese,city_13,ios,student,promo_2,fish_sauce,medium,Tue,low
vietnamese,city_17,ios,returning,none,cilantro,mild,Wed,low
italian,city_4,tablet,new,promo_8,basil,none,Thu,mid
mediterranean,city_14,desktop_app,budget,promo_1,oregano,mild,Tue,very_high
thai,city_12,ios,budget,promo_6,basil,medium,Wed,low
chinese,city_20,web,returning,promo_7,ginger,mild,Fri,mid
thai,city_20,ios,new,promo_8,cilantro,medium,Sun,low
mexican,city_16,web,family,none,onion,hot,Sat,mid
mediterranean,city_19,tablet,budget,promo_3,tomato,none,Sun,mid
chinese,city_7,android,budget,promo_4,garlic,extra_hot,Sun,mid
mediterranean,city_12,ios,budget,promo_8,cheese,mild,Thu,mid
american,city_5,web,vip,promo_5,garlic,none,Sun,mid
japanese,city_2,android,student,promo_5,sesame,none,Sun,high
american,city_9,web,student,promo_8,tomato,none,Mon,mid
thai,city_14,android,family,promo_5,cilantro,hot,Tue,mid
chinese,city_13,web,budget,promo_4,soy,medium,Wed,very_high
mexican,city_19,web,budget,promo_3,chili,hot,Sun,mid
american,city_17,web,new,promo_8,lemon,mild,Tue,high
korean,city_4,web,vip,promo_5,sesame,extra_hot,Fri,high
italian,city_1,web,family,promo_8,basil,mild,Mon,mid
mexican,city_17,ios,student,promo_3,chili,medium,Mon,mid
mediterranean,city_6,tablet,vip,promo_5,lemon,none,Thu,high
thai,city_2,web,returning,promo_1,cilantro,mild,Sun,mid
thai,city_1,ios,new,promo_1,lemon,medium,Sun,low
indian,city_10,tablet,returning,promo_8,mint,hot,Fri,mid
vietnamese,city_20,android,budget,promo_4,fish_sauce,mild,Tue,mid
chinese,city_15,android,budget,promo_5,soy,medium,Sun,mid
indian,city_3,desktop_app,returning,promo_7,turmeric,hot,Sat,high
chinese,city_12,web,family,promo_6,soy,mild,Tue,high
japanese,city_6,ios,budget,promo_1,soy,mild,Tue,mid
